site	Domibacillus	Massilia	Bacillus	Microvirga	Flavisolibacter	Herpetosiphon	Noviherbaspirillum	Streptomyces	Paenibacillus	Nocardioides	Rubrobacter	Ammoniphilus	Lysinibacillus	Deinococcus	Rubellimicrobium	Geodermatophilus	Ramlibacter	Ectobacillus	Acidiferrimicrobium	Neobacillus	Planococcus	Nibribacter	Bradyrhizobium	Adhaeribacter	Metabacillus	Solirubrobacter	Ellin6055	Halomonas	Symbiobacterium	Arthrobacter	Sphingoaurantiacus	Blastococcus	Nitrolancea	Pontibacter	Tumebacillus	Roseomonas	CSP1-2	Chthoniobacter	Pseudomonas	Aeromonas	Pseudonocardia	Lysobacter	Cytophaga	Saccharopolyspora	Archangium	Actinomadura	Cellulomonas	Pirellula	Segetibacter	Halalkalibacter	Chelativorans	Oxalophagus	Steroidobacter	Devosia	Gemmatimonas	Gaiella	Phenylobacterium	Cnuella	Aquibacillus	Prauserella	Roseisolibacter	Vallicoccus	Verrucosispora	Azospirillum	Sphingomonas	Telluribacter	Mycobacterium	Acidibacter	Brucella	Pir4 lineage	MND1	Croceibacterium	Marmoricola	Daejeonella	Bryobacter	Pedomicrobium	Opitutus	Escherichia-Shigella	Sediminibacillus	DSSF69	Terribacillus	Peredibacter	Subgroup 10	Limnobacter	Nitrospira	Truepera	Kallotenue	Litchfieldia	Novosphingobium	Sporocytophaga	OM27 clade	Arenimicrobium	Kocuria	Parviterribacter	Arcticibacter	Roseicella	Nitrosomonas	Actinophytocola	Mesobacillus	Dongia	Lautropia	Saccharibacillus	Brevibacillus	Rhodocista	Pelagibacterium	Caulobacter	Baekduia	Isoptericola	Saccharomonospora	Gemmata	Pantoea	Georgenia	Kineococcus	Streptococcus	Glycomyces	Conexibacter	TM7a	Blastocatella	Cystobacter	Niallia	[Polyangium] brachysporum group	Saccharothrix	Amycolatopsis	Falsirhodobacter	Gracilibacillus	Rubritepida	Methylobacillus	Caenimonas	Aridibacter	Oceanobacillus	SH-PL14	Brevundimonas	Neorhizobium	Turicibacter	Sumerlaea	Polycyclovorans	Thermosipho	Limibaculum	Corynebacterium	YC-ZSS-LKJ147	Pajaroellobacter	Phaselicystis	Luteitalea	Myxococcus	Aeromicrobium	Azohydromonas	Herbaspirillum	Staphylococcus	Polygonibacillus	Arsenicitalea	Aureibacillus	Nesterenkonia	Paracoccus	Hydrocarboniphaga	Rufibacter	Abditibacterium	Caldilinea	Bauldia	Anaeromyxobacter	Plastorhodobacter	Tepidisphaera	Ohtaekwangia	Candidatus Alysiosphaera	Fimbriiglobus	Enterococcus	SM1A02	Rhizorhabdus	Actinoplanes	Longispora	Acinetobacter	JCM 18997	Allorhizocola	Rhodoplanes	Litorilinea	Crossiella	Ornithinibacillus	Nonomuraea	Modestobacter	Nordella	Paraconexibacter	Pelagibius	Fictibacillus	Rhodococcus	Mangrovihabitans	Peribacillus	PMMR1	Cupriavidus	Sandaracinobacter	I-8	Luedemannella	Rhodocytophaga	Niastella	Thermobaculum	Pseudalkalibacillus	Sandaracinus	Kineosporia	Plantactinospora	Tautonia	SZB85	MM2
33	-0.020827	0.490298	0.257453	-0.879168	-0.311922	0.787676	0.055525	0.985892	0.446801	-0.31705	1.091335	0.852472	0.440612	-0.451577	-0.798624	-1.075829	0.122827	0.86097	0.367733	0.938823	0.660546	1.027576	-0.957151	0.706274	0.663141	0.856966	-0.388969	-0.703855	0.855373	0.11587	-0.57982	-0.491672	1.325874	-0.000137	1.695564	-0.267072	2.638171	-0.467954	0.313941	-0.57946	1.173463	0.341649	0.587696	2.202996	-1.147989	1.739276	-0.474713	-0.152618	-0.617416	0.320306	1.373996	1.691149	0.872423	0.224248	-0.315531	0.673486	-0.310515	-0.119946	-0.87085	2.125614	-0.117859	-1.116993	1.992642	-0.672638	-0.817594	-0.284491	0.300598	1.879826	0.271555	0.253605	0.88062	-0.051431	-0.391825	1.640179	0.454601	1.666593	0.670743	-0.657487	-1.324316	0.633796	-2.108858	-0.320822	1.170912	-1.558735	1.274473	-0.980488	-2.904341	-0.42193	-0.694147	-0.235363	-0.402005	-0.951352	1.570538	-0.36555	0.78226	-1.371884	-1.896594	1.495478	0.125771	1.947283	-1.762161	1.253978	0.844089	-0.265203	-0.245767	-1.101662	-1.166487	-0.725044	0.065549	-0.321987	0.261238	-1.219121	0.095229	-0.128702	2.955089	-0.149036	-0.486657	-2.098899	0.924814	1.109901	0.453212	0.917315	2.047549	0.867795	-1.152003	-1.292138	-0.271309	-0.166346	-3.501734	-1.216605	-0.101003	0.471283	0.281198	-1.101008	-0.387405	-1.046539	2.382271	-0.559053	-0.660651	-2.188419	-0.217756	-0.5421	-1.841297	-1.893573	-2.570422	0.662799	0.086298	-0.859676	-1.432713	0.044836	1.756005	-0.874657	0.464448	-2.46658	-0.640618	-1.433818	-0.298789	1.951415	-0.045334	-0.245762	-1.791524	-0.556507	1.126591	1.00659	-0.902059	0.906547	-2.992517	-0.135745	1.024054	-0.782218	1.619783	2.872201	-0.583766	-0.481195	0.646435	0.625515	-0.73027	0.086681	1.544852	-0.565903	0.246355	1.355633	-1.791175	-1.45696	-0.047947	-1.341497	-0.393974	0.763573	-0.163418	0.278056	-1.605933	-0.705964	-1.014617	1.417859	-0.192097	-1.667322	2.933341	0.469179	1.14771	-0.334748
34	0.0933	0.113446	0.306408	-0.006077	0.676927	1.553574	0.68339	1.133115	0.345441	0.382721	0.274876	0.512781	0.576893	-0.169515	-0.207379	-1.263447	0.478522	0.813483	-0.268388	0.412309	0.246754	0.526617	-1.773823	0.635436	0.468976	0.110651	-0.247975	-1.557983	0.271293	-0.848291	0.596093	-1.770441	0.871246	0.997149	-0.751797	0.997702	1.937213	0.714699	-0.24567	-0.669823	0.453273	-0.226751	0.802864	0.778219	0.10318	1.303716	-0.549869	-0.111228	0.514061	0.749244	-0.073804	0.524631	0.215059	0.693414	0.293932	0.35705	0.344229	0.931295	-2.446951	2.082363	-0.010067	-2.275885	0.926165	0.118145	-0.03435	0.7178	0.254186	1.122814	0.006352	-0.70737	0.162548	-0.357436	-0.029439	1.510291	0.492756	0.658051	0.99779	-0.404044	-1.976372	0.5688	-0.001076	0.607356	0.594106	-3.808436	-0.147885	-1.225363	-3.004956	-0.410143	1.655897	-0.055337	0.34698	-2.268168	-0.85047	-0.830367	0.353245	0.62833	-1.878458	1.266563	-0.716288	1.113758	-0.403119	-0.293186	-1.025104	1.047005	0.666831	-2.810782	0.086907	-0.590115	2.201795	0.193451	-0.088618	-0.243246	-2.56363	-0.134303	0.665712	-0.344958	0.297232	-1.775873	0.162361	-1.467683	1.515943	-1.991278	0.010001	1.275813	-0.56307	-0.641288	0.633127	0.252925	-2.474059	-0.471675	0.357131	1.092558	0.28789	-0.065584	0.132328	1.307154	1.317316	-1.532495	0.263807	-1.532075	0.786647	0.814965	-0.877069	-0.397807	-0.433593	1.960192	0.179199	-0.690263	-0.226322	-0.657126	1.242146	-0.23752	-0.173661	2.118538	-0.997902	-0.275409	-1.285228	0.420071	0.342284	2.577918	0.466449	1.879173	0.589764	1.479699	-0.509978	0.172549	-0.521637	-2.165705	-0.067854	-0.774563	0.558446	0.955942	0.362238	0.21853	0.427745	0.23182	-1.488645	-1.271869	0.361661	-0.980304	0.827664	1.421846	-0.363772	-1.934326	-2.270391	-0.913965	1.67997	2.046852	0.312353	0.408471	-2.842916	0.40156	-1.559853	-0.916513	1.174422	-1.651561	-0.587251	-1.002736	-0.57195	2.675072
35	-0.018868	-0.005871	0.109564	0.174661	0.525049	-0.084127	0.070578	-0.362828	0.030842	0.298516	-1.080229	0.281821	0.165475	-0.486348	-0.260092	-0.831335	0.578452	0.564989	-0.735424	0.084966	0.080738	0.165133	-0.915721	0.518247	0.551963	0.236988	-0.233784	-0.128694	0.260419	-1.023308	0.921926	-0.157329	-0.83134	1.237806	-1.171906	0.978331	0.551281	0.736327	0.017982	-1.20383	-0.04694	-1.058567	0.475302	0.313285	0.64829	0.898087	0.504403	0.187174	0.102895	1.449878	-0.218464	-0.367874	-0.374572	0.184072	0.327991	0.497392	0.776379	-0.411637	-1.255941	1.251326	0.285209	-1.145304	-1.079895	0.772536	0.571312	0.738084	-0.219761	0.01674	-1.528728	0.243551	0.199317	0.397851	0.082506	1.56562	0.227881	0.56496	1.493178	-1.659178	-0.019606	0.869611	-0.326268	0.435883	-1.236658	-1.952016	-0.270683	-0.22153	-2.450035	-1.433538	2.245624	0.13798	-0.123328	-1.662062	-0.959108	0.114297	-0.025105	0.829359	-0.779126	-0.021359	0.811636	-0.384244	-0.122332	-1.640803	0.092265	1.10149	2.104482	-3.001795	-0.013084	1.056297	2.254982	0.586458	-1.821107	1.096187	-0.006129	0.021317	-0.584423	0.281746	-0.163975	-0.486875	-0.843827	-1.947872	1.251848	-2.9681	0.569183	1.135987	1.708007	-0.674972	-0.42869	0.278253	-0.87581	0.156534	-0.442724	1.096067	-0.176329	0.512856	0.187148	-0.370754	0.405088	0.87851	-0.586028	0.549481	0.37926	0.409357	0.778434	-0.333385	1.250321	1.729396	1.336126	-1.20951	-0.623001	0.055386	0.299152	0.112209	0.563799	2.920148	-0.044965	0.599161	-0.079331	-0.047525	0.304097	2.123	1.117444	1.024296	0.476552	-0.153559	-1.286415	1.339068	1.279677	-1.887517	0.157971	-1.698138	-0.294091	-0.524446	0.466786	0.175528	-0.915024	1.522957	-1.377934	-0.20959	0.231125	0.015615	0.059243	1.651226	1.73004	-1.840768	-1.04517	-1.541706	-0.79192	1.697569	0.492995	-1.41694	-1.382502	-0.846499	-1.604567	0.448144	1.18342	-2.292287	-3.039029	-0.059287	-0.057503	-0.094556
36	0.495737	0.362446	-0.138151	-0.033318	0.394751	-0.421956	0.240225	-0.344089	-0.18399	-0.184772	-1.14729	0.437393	0.185808	0.04374	0.038616	-2.077563	0.492949	0.429994	-0.309096	-0.240189	-0.018107	1.267058	-1.916574	0.798504	0.113484	-0.812443	-0.402553	-0.806462	0.000402	-0.05438	0.385858	-1.509253	0.316045	1.6814	-1.778011	0.604613	1.270908	1.299381	1.33708	-0.862421	-0.553893	-0.192143	0.797966	-1.564089	-1.116655	-0.716572	-0.721144	0.942863	0.944617	0.998097	0.5024	0.814013	-0.153743	0.457526	0.325897	-0.028302	0.377973	0.376447	-1.300553	0.432905	-0.0137	-1.265783	-0.77236	0.567622	0.423241	0.934551	-0.861768	-0.038941	-0.226964	0.039862	0.431804	0.213551	-0.430717	1.426395	0.671269	0.233902	0.956164	-0.957796	-1.04311	-0.169262	-0.776146	0.926496	-1.413213	-2.528785	0.181585	-0.603487	-2.212645	-1.044346	2.224763	-1.012761	-0.07758	-1.677584	-0.892297	0.005951	0.105608	0.420969	-1.844389	-0.879316	0.572002	-0.915411	0.405228	1.263332	-0.70024	1.156118	1.592257	-0.591242	-0.534653	0.636743	1.815549	1.095375	1.499254	0.422556	-0.335509	-0.939657	0.590106	-1.049349	1.354768	-0.869979	-1.20362	-0.284495	0.907227	-1.943758	0.095049	3.519024	0.792881	0.557956	1.463176	1.028448	-0.587972	1.378891	-0.237675	1.155906	1.512257	0.003606	-0.366906	1.061022	1.333773	-1.105734	-0.674775	0.099611	0.432244	0.911247	0.192625	-0.35907	-0.374756	1.488195	1.184886	-0.579803	-0.298789	1.548481	0.461201	0.94302	1.790013	1.147937	0.30481	0.895775	-0.895053	-0.7265	0.630189	3.170926	2.352724	0.585506	-0.049188	-1.234877	-0.461067	-0.133989	0.364644	-2.568929	-0.131606	-0.09384	-1.172278	0.572057	-0.208646	-0.383634	-0.186966	1.654511	-1.799402	-1.065643	0.608307	-1.842513	-0.009196	-1.197894	1.388386	-2.619014	-2.186202	-0.610345	-0.278405	0.308485	0.452061	-0.69295	-2.401875	-0.668205	-1.734929	0.284042	0.685463	-1.525949	-0.29585	-0.560039	-0.0621	1.480455
37	0.581406	1.073371	-0.359478	0.076592	0.764468	0.671468	0.462768	-0.441932	-0.183152	0.473955	-0.469035	-0.000469	0.308285	0.620751	0.329416	-0.170115	0.497275	0.838293	-0.567295	0.20402	1.01962	1.334332	-3.161377	0.372205	0.210678	-0.581544	-0.26946	-1.228183	0.213996	-0.149124	0.666341	-1.483541	-0.147456	1.331795	1.533341	1.19856	0.755788	0.730601	1.275249	-1.019927	-0.633571	0.389595	2.569193	-0.300368	0.073321	0.32075	0.30948	0.494353	0.577217	0.927742	-0.660346	0.781547	-0.046767	0.565262	-0.036785	-0.362119	0.273456	0.98401	-0.56674	-0.247306	-0.012199	0.077041	-0.498874	0.442971	0.442629	1.418377	-0.053752	-0.836571	-0.399822	-0.814786	-0.848212	-0.367986	0.361932	0.982234	-0.098021	-0.011047	0.681573	-0.937627	-1.073902	-0.769018	-1.64696	0.798023	-1.753473	-2.325587	-1.015468	-1.709457	-1.832297	-2.472296	0.486164	0.604233	-0.599716	-2.217087	0.146435	-0.08651	1.276887	0.728458	-2.060208	-0.954474	-0.818529	-0.568076	0.824334	2.14676	0.342019	1.628761	0.793134	-1.199048	0.129569	0.782595	1.04819	0.346723	0.70228	-0.473162	0.811587	0.051593	1.06155	0.376526	1.310107	0.344056	0.361963	-0.058434	0.517112	-0.170492	-1.64029	2.58998	-0.36885	1.057006	1.752077	1.807849	0.881162	0.082484	-0.188107	0.644915	0.6735	-0.041471	-0.302906	0.672676	-0.246811	-1.792462	-0.996425	-0.370562	0.762268	0.388719	0.847855	-0.725178	-0.976002	1.541416	0.757661	-1.889515	-0.143419	-0.159751	1.972366	-0.943217	1.110644	-2.284538	1.451959	0.753385	-0.403504	-0.544795	0.122066	2.127432	2.19684	2.08469	-0.037292	-0.282961	-1.272009	-0.645987	-0.395214	-1.346571	-0.873396	-0.84932	-0.764241	0.793735	-0.390396	-0.913732	-0.812667	0.633312	-1.704331	-0.275483	0.286451	-2.116685	0.186125	-1.55644	-0.156441	-1.931514	-1.164657	-0.937951	0.293096	0.243562	-0.115323	-1.247765	-0.781428	0.107673	-1.34563	1.662762	0.531685	-0.149018	-1.470741	-1.329653	-0.190366	1.990532
38	-0.056233	0.023986	0.17168	-0.37576	0.801939	1.542616	0.017004	0.415141	0.261823	0.098375	0.92584	1.017645	0.110038	-0.121442	0.065067	-0.836424	0.802555	1.198116	0.220255	0.321614	-1.072236	-0.129894	-0.941971	1.079936	0.711327	-0.042458	0.185914	-0.844724	1.46929	-1.08625	-0.265262	-0.58991	1.189043	0.631249	0.337319	0.257528	2.055354	0.73894	-0.872872	-0.232325	0.269529	-0.353803	0.590161	1.29679	0.258162	1.64097	-1.171671	0.984179	0.381441	1.25893	1.32442	2.270557	0.529065	0.10463	0.126639	0.236147	-0.234102	0.631192	-0.907194	0.405577	-0.012114	-1.143123	0.518263	-0.911952	-0.375959	-0.60857	-0.087094	1.456367	1.08641	0.948545	-0.322232	0.423418	0.063057	0.569559	0.829709	1.196012	0.898119	-0.135064	-1.002153	0.531588	-1.8393	-0.049638	-0.796084	-2.038536	0.502713	-0.043283	-1.725309	-0.520234	-1.126641	-0.620018	-0.01107	-0.993218	-1.180502	0.187444	-0.832246	-0.569236	-1.48645	0.630682	-0.081336	0.498527	0.489642	-1.132128	-0.132933	1.114574	0.141408	-1.174403	-0.206669	-0.712858	0.394579	0.708069	-1.526365	-1.049189	-1.085835	0.195662	2.243971	0.19056	0.496604	-1.290688	1.118523	0.321753	1.291302	0.738979	0.015935	-0.258708	0.459009	-0.430987	-0.87155	0.621732	-1.078458	-1.319759	0.223577	0.486326	-1.796754	-0.388346	0.053917	0.868538	2.218995	-1.577185	-0.338495	-1.372297	0.548124	1.067021	-0.693691	-1.328786	-0.779126	1.391435	0.705517	-0.824411	0.067573	0.373264	2.398842	-0.351148	-0.881875	-0.003634	-1.075806	-0.22111	-0.358714	-0.463884	0.311339	1.563314	0.849228	0.407093	0.777611	0.193391	-1.202004	0.826139	-1.13767	0.688724	1.608328	-0.091721	-0.019176	1.713621	-0.255194	-0.033468	-0.001015	-0.069588	-2.049003	-1.439191	0.664005	-0.972805	0.036728	-1.495269	-0.560961	-2.929206	-0.449026	-2.103107	-0.725237	-1.306498	0.784913	-0.079373	-1.796318	1.258677	-1.472438	3.259494	-0.094962	-0.747747	0.962675	-1.223789	-0.385362	-0.137292
39	0.785336	0.897958	0.540402	0.067379	0.607288	0.828519	0.747207	0.091442	0.534785	0.3106	0.962114	1.028253	1.311587	0.239176	-0.515858	-1.552485	0.816603	1.399161	-0.704678	0.530146	0.339433	1.602422	-0.294699	0.694415	1.305167	-0.248955	-0.550906	-0.27482	1.307708	-0.688538	0.355383	-1.395505	1.579297	0.851367	-0.456296	0.768262	1.599783	0.212884	1.09056	0.357867	0.551968	0.416395	1.701731	1.491938	-1.974495	2.555403	-1.151671	-0.463306	0.754677	0.547489	-0.660686	1.66405	-0.528651	0.099395	-0.36259	-0.12413	0.170459	0.863909	-1.184534	1.452473	-1.056196	-1.330993	-0.420802	0.657884	-0.997429	1.18366	-0.185243	0.752958	-0.287582	-0.306451	-0.333801	0.057249	-1.021452	1.274368	-0.00301	0.502891	0.951054	-0.802009	-0.886726	1.110482	-0.417187	0.263724	-1.332748	-2.246871	-0.034993	-0.16626	-3.464275	-1.419518	0.904863	-0.516566	-0.318991	-2.056946	-0.476534	-0.596237	1.294687	-0.121092	-1.256014	-1.032095	-0.840298	-0.420403	-0.11449	1.869837	-0.257553	-0.09024	0.431917	0.432405	-1.621378	-1.346918	1.025684	-1.035525	2.451602	-0.320604	-0.218555	1.517489	0.200347	-0.657642	0.913177	-2.159433	-0.269377	0.074755	1.681891	-1.759066	0.690324	2.518603	0.49119	-0.509214	0.472608	-0.200869	-1.21941	0.318011	-0.04582	0.55722	0.183012	-0.398588	0.190461	-0.230967	2.716814	-1.574006	0.944549	-1.206518	0.157994	-0.347448	-0.540179	-0.638027	-1.982167	1.074954	0.15447	-0.339784	-0.294349	-0.38272	2.018673	0.206293	0.028907	-0.260815	0.59159	-0.853652	-1.917952	-0.009519	0.95839	2.021944	-0.301948	0.946092	-0.007089	-0.184032	0.504532	-0.78435	-1.496362	-1.918758	1.105308	0.174037	-0.461369	-1.108327	0.517808	-0.314883	1.871495	-0.228015	-1.907495	-1.44985	-1.586698	-2.306536	1.456413	-1.395161	-1.035456	-1.635718	-1.074782	-2.17001	0.262824	2.261407	-0.229602	-1.143037	-2.689271	-0.080765	-1.007627	4.237539	0.163013	-0.392393	-0.065836	-0.227842	-0.135212	2.240938
40	-0.465456	0.176965	-0.261679	-0.307092	0.99752	1.160345	0.272274	-0.189701	-0.262742	0.496824	0.725193	0.747116	-0.578816	1.019524	0.333434	-0.515277	0.75984	1.117578	0.222933	-0.360266	-0.354123	0.583123	-0.539321	0.751865	0.380608	0.12134	0.449208	-0.498496	0.938821	-1.227926	-0.050084	-1.438234	1.013146	0.907496	-0.463352	0.108884	1.707117	-0.052962	-0.3648	-0.344886	0.853992	0.379696	1.753374	1.298609	-0.086398	1.551949	-0.027526	-0.150662	-0.008924	1.638386	0.757597	1.655817	0.681152	-1.262733	0.282026	0.155039	0.199124	0.734374	-0.873011	1.002835	1.226434	-0.465044	0.094057	-0.861336	-0.11172	0.351906	-0.312851	1.537928	-2.064055	0.762763	0.278033	0.096797	-0.026886	-0.164015	0.246392	1.804575	1.091248	-0.071502	-0.465036	0.767545	-0.559431	0.722716	-0.492601	-1.22513	0.444103	-0.498317	-1.700481	0.194763	0.043792	0.089569	-0.23366	-2.068497	-1.320386	-1.070276	0.746452	-0.574601	-1.931568	-1.350485	0.301621	1.068397	1.043236	0.858716	0.132722	0.583955	-1.014698	-0.526029	-0.605245	-1.128283	-0.250998	0.211363	0.182633	-0.60478	-0.944937	0.705393	-0.412772	-0.748605	-1.15189	-0.22432	0.781712	-1.711012	0.611241	-0.419057	0.401856	-2.203	2.112651	0.543632	0.422333	0.932974	0.0332	0.468274	0.357624	-1.582207	-1.213526	0.601602	0.568493	0.958638	1.75471	-2.590075	-0.548554	-1.162028	0.337052	-0.263015	-0.202333	-0.602364	-0.590219	0.987452	0.506596	-0.560991	0.669012	-0.332891	1.556487	1.081802	-0.74566	-0.496205	0.519517	-1.219048	0.264657	-0.40029	1.198634	-0.533687	-1.503713	0.267172	0.940315	1.014914	-0.121932	0.380116	-0.784074	0.532214	0.977812	-0.433481	-0.01598	1.851796	0.386925	-0.035181	-0.953373	-0.01313	-1.319192	-0.115227	0.058568	-1.200646	2.138504	1.299906	-0.600007	-2.418214	0.815634	-1.343022	-1.090106	-0.310453	-1.354541	-0.377039	-1.182804	-1.11443	-1.024576	2.839593	-0.857939	-0.341432	-1.71534	-1.198171	0.14088	-0.17166
41	-0.321669	-1.383306	1.489065	-2.082138	-1.31926	-2.287382	-1.681857	0.679632	0.961005	-1.422943	-1.420281	1.058331	0.994424	-2.256803	-1.923258	-2.405571	-2.348064	-1.360121	2.770263	0.173531	-1.423533	-1.648426	1.43125	-1.696135	1.445876	-2.128299	-2.617139	4.982343	-0.691487	-1.518686	-2.36256	-3.532759	0.7691	-1.410782	-0.288119	-1.531655	2.393622	-0.995788	0.40983	2.085198	-1.847043	-1.802741	-1.594967	0.600713	-1.165777	-0.604529	0.390152	-0.789261	-1.708342	3.816671	1.286268	-0.322756	-1.165693	-1.553963	-2.070254	-1.170698	-1.673171	-1.997785	4.92191	-0.354965	-1.260162	-1.019562	0.438517	-2.560344	-1.486683	-1.435245	1.763949	-1.104599	2.21468	1.658109	-0.929897	-0.947003	-1.278746	-1.269228	-1.659067	1.493769	-1.532207	1.196024	3.750208	-0.541134	-0.375676	-0.701478	2.991706	-1.698413	0.843328	1.516728	-1.472358	4.455332	-1.245915	-1.7357	0.134528	0.59416	-1.572367	-1.237236	-1.543628	-0.991861	0.878508	-1.136581	0.397433	-1.257944	-1.203699	0.350525	0.762667	-0.770406	1.110236	0.578232	-0.517439	-1.170368	0.032635	-0.262878	0.344088	0.075662	-1.152822	1.529576	-0.357609	-0.920659	0.834996	-1.049133	1.32248	1.426828	-1.17619	0.027317	1.165281	0.643045	2.846439	-0.93617	-0.873527	-0.272866	-0.308711	1.206627	0.174863	-0.52175	0.012038	2.104984	0.431019	0.660372	-0.157253	2.891008	1.175056	-0.186058	-0.830134	0.153707	0.24693	0.015038	-0.589237	-0.189357	-1.880681	2.165805	3.34062	0.972849	0.783461	1.292466	-0.188605	0.58071	-0.870145	-0.603473	-1.004124	2.112803	-0.873213	-0.236566	-0.298627	-0.730279	-0.146657	-0.984511	1.083413	0.79166	0.699829	-0.127353	0.477369	2.305176	-0.865115	1.602865	2.427312	0.020016	5.344047	1.587192	-0.241766	-0.853465	-0.379781	-1.439399	4.292822	-0.124878	0.022918	0.468181	1.232321	-0.570591	-0.247364	0.022378	1.642654	0.366396	-0.672329	0.105042	1.000645	4.035529	0.794959	0.466952	0.18728	1.101691	0.044455	0.178561
42	0.015539	-0.407972	0.054337	-0.98979	-0.238033	-0.327514	-0.466938	-0.441097	0.097998	-0.651319	-0.274454	0.675635	0.600747	-0.00919	-0.342567	-0.887692	-0.339647	0.422675	-0.143472	0.355721	-0.215191	-0.190258	0.627093	-0.186985	0.563359	-1.058472	-0.545658	0.247315	0.666523	-0.040665	-0.586115	-0.611138	0.941496	-0.012292	0.502371	0.033856	1.041225	-1.634751	-0.147021	0.34086	-1.405557	-0.270041	0.275781	-0.867742	-0.203529	0.454498	-1.389593	-0.558441	0.018859	1.694789	0.079216	1.756965	-0.09479	0.089361	-0.25354	-0.42573	-0.119281	-0.040886	1.638853	-0.689817	-0.083287	-0.513195	0.068739	-0.952496	-1.592469	-0.288986	-1.000155	0.302401	3.329024	-0.569952	-0.751182	-0.079105	-0.116398	-0.70439	-0.241805	1.694954	0.547245	-0.964695	1.80983	-0.618693	1.536485	0.237827	0.568246	-1.635004	0.356331	-0.462798	-0.858362	0.263108	-0.397176	0.067376	0.099643	-1.336464	0.113442	-0.762593	0.259643	-1.410534	-0.981113	-1.367985	0.511566	0.25138	0.191609	-0.224968	0.981128	0.119321	0.735727	2.74191	-0.884081	-0.655553	0.382239	0.101754	0.488386	1.063832	0.653403	0.33463	0.031662	-0.129684	-0.231818	-1.004715	-1.26368	1.495379	-0.492812	-0.56006	-1.301725	1.715182	1.413891	-0.341667	0.175333	0.302515	-0.261181	1.363241	0.241765	0.64824	1.142032	2.294154	-1.848793	-1.140922	0.975277	-0.196246	1.268712	-0.153997	0.47239	-0.544796	-0.836946	0.005568	-1.283631	-1.355696	-0.521377	0.940405	0.928015	-0.336031	2.07644	0.557916	0.298826	1.686746	-0.500169	-0.521622	-1.018658	0.151614	-0.061003	1.643284	0.432499	-0.559185	-0.284072	-0.482281	1.356346	-0.098793	0.949781	-1.639969	1.503979	1.050978	-1.494878	0.086973	-0.053489	-1.382124	-0.343357	1.351812	-1.047096	-0.45072	-0.714156	-2.463795	0.455969	0.701021	-0.159768	-1.536984	0.86974	-0.92337	1.050102	0.478806	0.033528	0.594302	-0.465299	0.926733	-0.291797	2.056774	0.872396	-0.25911	-0.498445	-1.221809	-1.28525	0.477014
43	0.585126	0.367031	-0.176661	0.097506	-0.415285	0.606734	-0.349159	0.023444	0.458196	0.532395	0.133639	0.742604	0.86338	-0.541711	-0.277608	-0.32342	0.070955	0.921558	0.117405	0.761723	0.447249	1.004616	0.629493	0.197775	0.925624	0.090075	-0.276444	-1.271928	0.350969	0.37597	-0.460415	-1.614441	0.696849	1.136575	-1.574799	0.735496	1.883772	1.095948	0.254353	-0.445926	0.447546	-0.494387	0.152887	0.040239	-0.784071	0.896033	-0.665415	0.332598	0.350663	1.75177	-0.400163	1.477712	-0.222052	0.182142	-0.127757	-0.004037	-0.075984	0.537306	-0.864378	0.740919	0.083703	-0.209338	-0.119872	0.812998	-0.863903	0.302982	1.075105	0.659195	-0.377362	-0.77302	0.36437	0.426179	-1.306378	0.645492	-0.206084	0.014285	0.942894	0.012706	-0.744234	-2.220767	-2.56142	0.435338	-0.558158	-3.285008	0.198216	-1.434186	-1.99959	-1.034038	-0.424091	0.138645	-0.568037	-1.93992	0.649635	-0.349077	0.173883	0.580917	-1.386818	0.324656	-0.028107	-0.385561	-0.401181	1.587202	-0.844121	0.783579	0.625311	0.384813	-0.277885	-0.146966	1.001584	1.415417	1.12004	-1.127117	0.763411	-0.367249	-0.025506	-0.54818	0.978975	-2.268878	-0.865522	-0.22064	0.822439	-1.894022	1.64281	3.258996	-1.697785	-1.503487	0.608992	0.161221	-0.954695	-1.100174	0.200223	1.004718	1.316768	-1.01516	-0.643525	0.067281	0.869105	-0.66617	0.102925	0.514953	1.118552	0.533554	-0.034125	0.630628	-0.347697	0.771619	0.048847	-0.643876	-0.61392	0.408551	1.503387	-0.218596	0.351042	-1.346892	1.19957	-0.246615	-1.379854	1.1878	-0.463446	1.236306	0.701834	1.103431	0.73297	-0.171199	0.498247	-0.534212	-0.365548	-0.744338	1.23547	-0.510626	1.319918	0.638039	2.419147	-0.101519	-0.040754	-0.198118	-0.81479	0.921148	1.047458	-2.422625	-0.045671	0.15248	-1.713834	-1.162978	-1.781361	-1.767421	-0.207532	0.032318	0.967723	-1.18876	-2.570829	0.255583	-0.869386	1.285025	-0.009976	-1.151049	-1.106403	0.772704	0.633298	1.688336
