rank	pathway	description	mean_relative_abundance	prevalence	pathway_class	autotrophy_marker	mean_surface	mean_shallow_subsurface	mean_root_adjacent
190	POLYAMSYN-PWY	superpathway of polyamine biosynthesis I	0.001963773502	0.9975550122	biosynthesis	False	0.001935758519	0.001816588007	0.002104067273
191	PWY-6519	8-amino-7-oxononanoate biosynthesis I	0.00196261274	0.9983700081	biosynthesis	False	0.002194809457	0.001808556447	0.001904212464
192	PWY-181	photorespiration	0.001957679499	0.9951100244	energy_central_metabolism	False	0.002115944017	0.00180777961	0.001953961055
193	PWY-1861	formaldehyde assimilation II (RuMP Cycle)	0.001956539427	0.9959250204	degradation_utilization	False	0.001842280239	0.001750264183	0.002212014714
194	PWY-7431	aromatic biogenic amine degradation (bacteria)	0.001954182074	1	degradation_utilization	False	0.001981137592	0.001856045393	0.002011909127
195	PWY-5863	superpathway of phylloquinol biosynthesis	0.001934324951	0.9975550122	biosynthesis	False	0.001848042705	0.001864798305	0.002057925473
196	ASPASN-PWY	superpathway of L-aspartate and L-asparagine biosynthesis	0.001869568681	1	biosynthesis	False	0.001757634421	0.001690133435	0.002101645418
197	PWY-6263	superpathway of menaquinol-8 biosynthesis II	0.001853780918	0.9934800326	biosynthesis	False	0.001747681577	0.002064648336	0.001767554058
198	P124-PWY	Bifidobacterium shunt	0.001839045225	0.9967400163	energy_central_metabolism	False	0.001856299839	0.001839208907	0.001825372063
199	PWY-5837	1,4-dihydroxy-2-naphthoate biosynthesis I	0.001799378492	0.9975550122	biosynthesis	False	0.001723698474	0.001725603181	0.001918073345
200	PWY-7237	myo-, chiro- and scillo-inositol degradation	0.001705460263	1	degradation_utilization	False	0.001864421956	0.001513865551	0.001734708862
201	GALACTUROCAT-PWY	D-galacturonate degradation I	0.001620054408	0.9991850041	degradation_utilization	False	0.00167347509	0.001438931192	0.001723715699
202	PWY-5304	superpathway of sulfur oxidation (Acidianus ambivalens)	0.001618404062	0.9991850041	energy_central_metabolism	False	0.001381629153	0.001601987425	0.00181742306
203	TYRFUMCAT-PWY	L-tyrosine degradation I	0.001561905059	0.9991850041	degradation_utilization	False	0.001846633751	0.001424432352	0.001448947312
204	PWY-5845	superpathway of menaquinol-9 biosynthesis	0.001531824185	0.9918500407	biosynthesis	False	0.001699359794	0.001491468399	0.001432778422
205	PWY-5850	superpathway of menaquinol-6 biosynthesis I	0.001531123257	0.9918500407	biosynthesis	False	0.001699359794	0.001491468399	0.001430963992
206	PWY-5896	superpathway of menaquinol-10 biosynthesis	0.001531123257	0.9918500407	biosynthesis	False	0.001699359794	0.001491468399	0.001430963992
207	RUMP-PWY	formaldehyde oxidation I	0.001528682667	0.9959250204	energy_central_metabolism	False	0.001456555515	0.001355585646	0.001724423733
208	PWY-621	sucrose degradation III (sucrose invertase)	0.001495105754	0.9983700081	degradation_utilization	False	0.001517358201	0.001212457051	0.001704834119
209	PWY-6891	thiazole biosynthesis II (Bacillus)	0.001462539597	0.9975550122	biosynthesis	False	0.001377371488	0.001286989523	0.001670487097
210	ALL-CHORISMATE-PWY	superpathway of chorismate metabolism	0.001441911389	0.9820700896	other	False	0.001544964584	0.00140931594	0.001387234339
211	P164-PWY	purine nucleobases degradation I (anaerobic)	0.001415293007	0.9763651182	degradation_utilization	False	0.001340071426	0.0018407907	0.001132313697
212	P122-PWY	heterolactic fermentation	0.001390617795	0.9951100244	energy_central_metabolism	False	0.001426561146	0.001361481276	0.001385828948
213	POLYAMINSYN3-PWY	superpathway of polyamine biosynthesis II	0.001314665411	0.9951100244	biosynthesis	False	0.00129670705	0.001232557647	0.001394757327
214	PWY0-1241	ADP-L-glycero-&beta;-D-manno-heptose biosynthesis	0.001247179166	0.9991850041	biosynthesis	False	0.001195561999	0.001304421467	0.001241677624
215	PWY-5676	acetyl-CoA fermentation to butanoate II	0.001178239626	0.9991850041	energy_central_metabolism	False	0.00120607683	0.001174225731	0.001159619065
216	PWY-7527	L-methionine salvage cycle III	0.001172679712	0.9967400163	biosynthesis	False	0.001102196277	0.001104916335	0.001282463855
217	P562-PWY	myo-inositol degradation I	0.001161626446	1	degradation_utilization	False	0.001196163975	0.001069568992	0.001208516591
218	PWY-6892	thiazole biosynthesis I (E. coli)	0.001160770578	0.9959250204	biosynthesis	False	0.001177946243	0.001192230063	0.001122003887
219	PWY-5862	superpathway of demethylmenaquinol-9 biosynthesis	0.001145889155	0.9918500407	biosynthesis	False	0.00127825998	0.001108952071	0.001071693127
220	PWY-5860	superpathway of demethylmenaquinol-6 biosynthesis I	0.001145401661	0.9918500407	biosynthesis	False	0.00127825998	0.001108952071	0.001070431195
221	PWY-5028	L-histidine degradation II	0.001134442375	0.9991850041	degradation_utilization	False	0.001339405346	0.001046176665	0.001044533116
222	GLUCUROCAT-PWY	superpathway of &beta;-D-glucuronide and D-glucuronate degradation	0.001093950179	0.9959250204	degradation_utilization	False	0.001100990614	0.0008981770892	0.001245786689
223	PWY-6383	mono-trans, poly-cis decaprenyl phosphate biosynthesis	0.001081203042	0.9934800326	biosynthesis	False	0.001132142653	0.001022361247	0.001088522005
224	PWY-4361	S-methyl-5-thio-&alpha;-D-ribose 1-phosphate degradation	0.001067341776	0.9975550122	degradation_utilization	False	0.001009895681	0.0009329497992	0.001220449984
225	PWY-6507	4-deoxy-L-threo-hex-4-enopyranuronate degradation	0.001062435426	0.9951100244	degradation_utilization	False	0.001154836241	0.0008957424168	0.001123905749
226	PWY-5180	toluene degradation I (aerobic) (via o-cresol)	0.001037617197	0.9959250204	degradation_utilization	False	0.0009608686199	0.001022726927	0.001109819019
227	PWY-5182	toluene degradation II (aerobic) (via 4-methylcatechol)	0.001037617197	0.9959250204	degradation_utilization	False	0.0009608686199	0.001022726927	0.001109819019
228	PWY1G-0	mycothiol biosynthesis	0.001036715186	0.9926650367	biosynthesis	False	0.001022553509	0.001115217291	0.0009847296208
229	PWY-6471	peptidoglycan biosynthesis IV (Enterococcus faecium)	0.001020295982	0.9869600652	biosynthesis	False	0.0009189664079	0.0007040865599	0.001353988792
230	P461-PWY	hexitol fermentation to lactate, formate, ethanol and acetate	0.001014172723	0.9967400163	energy_central_metabolism	False	0.000883284481	0.0009098463343	0.001200752427
231	PWY-7376	cob(II)yrinate a,c-diamide biosynthesis II (late cobalt incorporation)	0.0009965818765	0.9983700081	biosynthesis	False	0.000942585363	0.0009357968958	0.001087817701
232	PWY-6478	GDP-D-glycero-&alpha;-D-manno-heptose biosynthesis	0.0009846594991	0.9902200489	biosynthesis	False	0.001040421436	0.001212325907	0.0007578992842
233	PWY-7007	methyl ketone biosynthesis	0.0009365525435	0.9926650367	biosynthesis	False	0.0009318533882	0.0008295624799	0.001026238831
234	RHAMCAT-PWY	L-rhamnose degradation I	0.0009312696625	0.9967400163	degradation_utilization	False	0.0009437525974	0.0008690314201	0.0009714998705
235	PWY-7371	1,4-dihydroxy-6-naphthoate biosynthesis II	0.0009229521581	0.9934800326	biosynthesis	False	0.0008481455689	0.001051997788	0.0008779345761
236	HEXITOLDEGSUPER-PWY	superpathway of hexitol degradation (bacteria)	0.0009099923237	0.9934800326	degradation_utilization	False	0.000865964818	0.0009142707214	0.0009411065907
237	PWY-6588	pyruvate fermentation to acetone	0.0009009913852	0.9991850041	energy_central_metabolism	False	0.0008557032958	0.0009361807027	0.0009082488519
238	ENTBACSYN-PWY	enterobactin biosynthesis	0.0008835936327	0.9869600652	biosynthesis	False	0.000882869399	0.0008370653188	0.0009215613597
239	ARGORNPROST-PWY	arginine, ornithine and proline interconversion	0.000853020265	0.9959250204	degradation_utilization	False	0.0008997465069	0.0009003749269	0.0007782854799
240	GALACT-GLUCUROCAT-PWY	superpathway of hexuronide and hexuronate degradation	0.0008325910702	0.9959250204	degradation_utilization	False	0.0009092864844	0.0007124953262	0.0008689323876
241	PWY0-1533	methylphosphonate degradation I	0.0008191109056	0.9983700081	degradation_utilization	False	0.0007877654368	0.0007498665811	0.0008993695596
242	PWY-7255	ergothioneine biosynthesis I (bacteria)	0.0008158736209	0.989405053	biosynthesis	False	0.0007927105155	0.0008764877059	0.0007853308125
243	PWY-6590	superpathway of Clostridium acetobutylicum acidogenic fermentation	0.000811772529	0.9926650367	energy_central_metabolism	False	0.0007675389236	0.0007935675896	0.0008611205947
244	PWY-5747	2-methylcitrate cycle II	0.00078091249	0.9983700081	other	False	0.0008705770248	0.0006897621112	0.0007838092989
245	PWY-7616	methanol oxidation to carbon dioxide	0.0007656868397	0.9902200489	energy_central_metabolism	False	0.0008040627314	0.0007166823096	0.0007749587687
246	PWY-7374	1,4-dihydroxy-6-naphthoate biosynthesis I	0.0007502139386	0.9926650367	biosynthesis	False	0.0007205131285	0.0008122214833	0.0007236819276
247	PWY-5415	catechol degradation I (meta-cleavage pathway)	0.000744962054	0.9959250204	degradation_utilization	False	0.0006735126356	0.0007169989746	0.0008235129337
248	PWY-3661	glycine betaine degradation I	0.0007417654955	0.9853300733	degradation_utilization	False	0.0008674875385	0.0007123018033	0.0006667804043
249	P221-PWY	octane oxidation	0.0007352940899	0.9951100244	energy_central_metabolism	False	0.0007262387136	0.0007298262586	0.0007467958698
250	PWY0-321	phenylacetate degradation I (aerobic)	0.0007263509815	0.9975550122	degradation_utilization	False	0.0006938772696	0.000635334667	0.0008249953626
251	PWY0-845	superpathway of pyridoxal 5'-phosphate biosynthesis and salvage	0.0007213810243	0.988590057	biosynthesis	False	0.0006419691489	0.0005955792453	0.0008848234197
252	P281-PWY	3-phenylpropanoate degradation	0.0007178504905	0.9983700081	degradation_utilization	False	0.0007786855226	0.0007165610807	0.0006711429655
253	P441-PWY	superpathway of N-acetylneuraminate degradation	0.0007126948157	0.9918500407	degradation_utilization	False	0.0005811097692	0.0007005333371	0.0008257394584
254	GLUCOSE1PMETAB-PWY	glucose and glucose-1-phosphate degradation	0.0007119290305	0.9934800326	degradation_utilization	False	0.00086471189	0.0005432114343	0.000727638272
255	NADSYN-PWY	NAD biosynthesis II (from tryptophan)	0.0007100713025	0.988590057	biosynthesis	False	0.0007805619424	0.0006324221345	0.0007171637392
256	PPGPPMET-PWY	ppGpp biosynthesis	0.0007014455534	0.9991850041	biosynthesis	False	0.0006372401624	0.0006034530177	0.0008306007465
257	PWY-5384	sucrose degradation IV (sucrose phosphorylase)	0.0006991947819	0.9967400163	degradation_utilization	False	0.0008457939572	0.0005325693531	0.0007180753623
258	PWY-5705	allantoin degradation to glyoxylate III	0.0006974230514	0.9991850041	energy_central_metabolism	False	0.0006876780827	0.0005889737361	0.0007922422866
259	CENTFERM-PWY	pyruvate fermentation to butanoate	0.0006801424182	0.9926650367	energy_central_metabolism	False	0.0006426198141	0.000664183764	0.0007224180638
260	PWY-7332	superpathway of UDP-N-acetylglucosamine-derived O-antigen building blocks biosynthesis	0.0006719669994	0.9820700896	biosynthesis	False	0.0006459630797	0.0008129343319	0.0005790659539
261	PWY0-42	2-methylcitrate cycle I	0.0006708775756	0.9983700081	other	False	0.0007171770143	0.0006016570804	0.0006901805662
262	P125-PWY	superpathway of (R,R)-butanediol biosynthesis	0.0006566498767	0.9975550122	biosynthesis	False	0.000658432235	0.0005675287798	0.0007268863758
263	PWY-5181	toluene degradation III (aerobic) (via p-cresol)	0.0006333989141	0.9967400163	degradation_utilization	False	0.0006094779367	0.0005646358607	0.0007074439076
264	PWY-6470	peptidoglycan biosynthesis V (&beta;-lactam resistance)	0.0006110495172	0.9812550937	biosynthesis	False	0.0005163180609	0.0004204769943	0.0008385774348
265	P101-PWY	ectoine biosynthesis	0.000609810062	0.9918500407	biosynthesis	False	0.0004013937828	0.000541371669	0.0008283878756
266	TEICHOICACID-PWY	teichoic acid (poly-glycerol) biosynthesis	0.0005980040394	0.9926650367	biosynthesis	False	0.000691441701	0.0005871777475	0.0005333753624
267	PWY-6071	superpathway of phenylethylamine degradation	0.0005753735892	0.9951100244	degradation_utilization	False	0.0005299994167	0.0004971232448	0.0006738811281
268	PWY-6396	superpathway of 2,3-butanediol biosynthesis	0.0005673257101	0.9951100244	biosynthesis	False	0.0006664220582	0.0004896841207	0.0005519620055
269	PWY-5420	catechol degradation II (meta-cleavage pathway)	0.0005518264262	0.9967400163	degradation_utilization	False	0.0005291860317	0.0005259080213	0.0005904279854
270	PWY-5419	catechol degradation to 2-oxopent-4-enoate II	0.0005445867368	0.9991850041	degradation_utilization	False	0.0005578768957	0.0004982197621	0.0005714261425
271	PYRIDOXSYN-PWY	pyridoxal 5'-phosphate biosynthesis I	0.000505353936	0.988590057	biosynthesis	False	0.0004121000991	0.0003976409048	0.0006651199532
272	CATECHOL-ORTHO-CLEAVAGE-PWY	catechol degradation to &beta;-ketoadipate	0.0004927638652	0.9959250204	degradation_utilization	False	0.0005478180708	0.0003919749263	0.000530570661
273	PWY-5651	L-tryptophan degradation to 2-amino-3-carboxymuconate semialdehyde	0.00048861124	0.988590057	degradation_utilization	False	0.0005403203195	0.0004274287487	0.0004972077625
274	P381-PWY	adenosylcobalamin biosynthesis II (late cobalt incorporation)	0.0004503584078	0.9755501222	biosynthesis	False	0.0004126097604	0.0003949038288	0.0005245581787
275	PWY-5741	ethylmalonyl-CoA pathway	0.0004499804274	0.9910350448	other	False	0.0004350854836	0.0004633107266	0.0004509552693
276	PWY-6182	superpathway of salicylate degradation	0.0004498522508	0.9951100244	degradation_utilization	False	0.0004804757718	0.0003788579765	0.0004828836194
277	PWY-5417	catechol degradation III (ortho-cleavage pathway)	0.0004417831152	0.9951100244	degradation_utilization	False	0.0004767812571	0.0003633485299	0.00047736174
278	PWY-5431	aromatic compounds degradation via &beta;-ketoadipate	0.0004417831152	0.9951100244	degradation_utilization	False	0.0004767812571	0.0003633485299	0.00047736174
279	PWY490-3	nitrate reduction VI (assimilatory)	0.0004201776815	0.9983700081	other	False	0.000467176226	0.0004366950032	0.0003700161664
280	P163-PWY	L-lysine fermentation to acetate and butanoate	0.0004143091601	0.9837000815	energy_central_metabolism	False	0.0004276209079	0.0004597282134	0.0003673542456
281	PWY-7003	glycerol degradation to butanol	0.0004016803317	0.9869600652	degradation_utilization	False	0.0003428172794	0.0003571130763	0.0004836996983
282	PWY-6185	4-methylcatechol degradation (ortho cleavage)	0.0003774737003	0.9902200489	degradation_utilization	False	0.0003752584625	0.0003272211416	0.0004196051208
283	3-HYDROXYPHENYLACETATE-DEGRADATION-PWY	4-hydroxyphenylacetate degradation	0.0003723021102	0.9918500407	degradation_utilization	False	0.0003326519657	0.0003029198274	0.0004591892484
284	CODH-PWY	reductive acetyl coenzyme A pathway	0.0003660085837	0.9845150774	energy_central_metabolism	True	0.0002890211568	0.0004464785145	0.0003617475694
285	PWY-7295	L-arabinose degradation IV	0.0003437246728	0.9494702526	degradation_utilization	False	0.000460973028	0.0002414505088	0.0003339146905
286	PWY-5655	L-tryptophan degradation IX	0.0003425650537	0.9837000815	degradation_utilization	False	0.0003594806258	0.000308482094	0.0003566853381
287	AST-PWY	L-arginine degradation II (AST pathway)	0.0003424083965	0.9910350448	degradation_utilization	False	0.0004030795872	0.0002271900269	0.0003874052654
288	CRNFORCAT-PWY	creatinine degradation I	0.0003181226471	0.97799511	degradation_utilization	False	0.0003500709028	0.0002821102795	0.0003219959825
289	PWY-7013	L-1,2-propanediol degradation	0.000316759577	0.9706601467	degradation_utilization	False	0.0004135621412	0.0002869203522	0.0002647726376
290	PWY-6876	isopropanol biosynthesis	0.0003133084789	0.9910350448	biosynthesis	False	0.0003735357508	0.0003201299624	0.0002605584148
291	PWY-5005	biotin biosynthesis II	0.0003073842981	0.9739201304	biosynthesis	False	0.000385021716	0.0002000621587	0.0003327189303
292	METHYLGALLATE-DEGRADATION-PWY	methylgallate degradation	0.0003010467076	0.9861450693	degradation_utilization	False	0.0003013845694	0.0002918197535	0.0003081981526
293	DENITRIFICATION-PWY	nitrate reduction I (denitrification)	0.0002974381655	0.9926650367	other	False	0.0003539675964	0.0002946748321	0.000255294456
294	GLCMANNANAUT-PWY	superpathway of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminate degradation	0.0002942195654	0.9918500407	degradation_utilization	False	0.0002287928928	0.0002826885171	0.0003548357081
295	PWY-5941	glycogen degradation II (eukaryotic)	0.0002863221522	0.967400163	degradation_utilization	False	0.0002723292541	0.0002184477466	0.0003518611957
296	PWY-6505	L-tryptophan degradation XII (Geobacillus)	0.0002781231018	0.9828850856	degradation_utilization	False	0.0002907235954	0.0002501371589	0.000290729137
297	PWY-5654	2-amino-3-carboxymuconate semialdehyde degradation to 2-oxopentenoate	0.000269630667	0.9877750611	degradation_utilization	False	0.0002724186256	0.000236861245	0.0002937826272
298	SUCSYN-PWY	sucrose biosynthesis I (from photosynthesis)	0.0002572559751	0.9747351263	energy_central_metabolism	False	0.0002153313563	0.0002484760165	0.000297216149
299	PWY-6728	methylaspartate cycle	0.0002475683414	0.9437652812	energy_central_metabolism	False	0.0002896114711	0.0002425321798	0.0002186205213
300	GALLATE-DEGRADATION-I-PWY	gallate degradation II	0.0002467460746	0.9861450693	degradation_utilization	False	0.000246786284	0.0002390004945	0.0002529403956
301	PWY-6339	syringate degradation	0.0002453378685	0.6373268134	degradation_utilization	False	0.0002703385521	0.0002184788141	0.0002473063187
302	PWY-5647	2-nitrobenzoate degradation I	0.0002424149526	0.9861450693	degradation_utilization	False	0.0002563980337	0.0002079802283	0.0002591194332
303	P184-PWY	protocatechuate degradation I (meta-cleavage pathway)	0.0002414851316	0.9682151589	degradation_utilization	False	0.0002638513617	0.0002610748659	0.0002081857087
304	PWY-5392	reductive TCA cycle II	0.0002391345575	0.9364303178	energy_central_metabolism	True	0.0002344196425	0.000325559851	0.0001733664383
305	PWY-6749	CMP-legionaminate biosynthesis I	0.0002364732337	0.9837000815	biosynthesis	False	0.0003162444945	0.0002533152557	0.0001603303658
306	KETOGLUCONMET-PWY	ketogluconate metabolism	0.0002067387902	0.989405053	other	False	0.0001877147204	0.0001442370368	0.0002719078239
307	PWY0-1277	3-phenylpropanoate and 3-(3-hydroxyphenyl)propanoate degradation	0.0002027023533	0.9543602282	degradation_utilization	False	0.0001754940532	0.0001941426142	0.0002309359993
308	NAD-BIOSYNTHESIS-II	NAD salvage pathway II	0.0001990602895	0.9918500407	biosynthesis	False	0.0002138336312	0.0001663296767	0.0002137748051
309	PWY-7090	UDP-2,3-diacetamido-2,3-dideoxy-&alpha;-D-mannuronate biosynthesis	0.0001976580999	0.9788101059	biosynthesis	False	0.0002396268558	0.0001781955326	0.0001803645577
310	PWY-5910	superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate)	0.0001885212339	0.9869600652	biosynthesis	False	0.0001642905706	0.0001707310521	0.000221837407
311	PWY-6562	norspermidine biosynthesis	0.0001837619601	0.989405053	biosynthesis	False	0.0001546398868	0.0001434482474	0.0002390213184
312	PWY-5430	meta cleavage pathway of aromatic compounds	0.0001773692329	0.9722901385	degradation_utilization	False	0.0001706664793	0.0001679680027	0.000190186307
313	GLUCARDEG-PWY	D-glucarate degradation I	0.0001769712475	0.9942950285	degradation_utilization	False	0.000156626621	0.0001696749933	0.0001988026271
314	P241-PWY	coenzyme B biosynthesis	0.0001695737254	0.9763651182	biosynthesis	False	0.0001942369978	0.0002078638244	0.0001194402548
315	PWY-5178	toluene degradation IV (aerobic) (via catechol)	0.0001653278641	0.9682151589	degradation_utilization	False	0.0001646192165	0.0001600330799	0.000170139952
316	PWY-6641	superpathway of sulfolactate degradation	0.000160382904	0.9747351263	degradation_utilization	False	0.0001870680736	0.0001729055047	0.000129374478
317	PWY-3801	sucrose degradation II (sucrose synthase)	0.0001591049145	0.8777506112	degradation_utilization	False	0.0001256734758	0.0001473355776	0.0001948024093
318	GALACTARDEG-PWY	D-galactarate degradation I	0.0001585407151	0.9951100244	degradation_utilization	False	0.0001501516998	0.0001509023548	0.0001712641939
319	GLUCARGALACTSUPER-PWY	superpathway of D-glucarate and D-galactarate degradation	0.0001585407151	0.9951100244	degradation_utilization	False	0.0001501516998	0.0001509023548	0.0001712641939
320	PWY-5266	p-cymene degradation	0.0001571341338	0.2249388753	degradation_utilization	False	0.0001215871503	0.0001385380789	0.0001999792284
321	PWY-5273	p-cumate degradation	0.0001571341338	0.2249388753	degradation_utilization	False	0.0001215871503	0.0001385380789	0.0001999792284
322	PWY-1541	superpathway of taurine degradation	0.0001461631792	0.9608801956	degradation_utilization	False	0.0001863336398	0.0001418978659	0.0001180654431
323	ORNDEG-PWY	superpathway of ornithine degradation	0.0001421245437	0.5949470253	degradation_utilization	False	0.0001769700673	0.0001199128754	0.0001326311067
324	PWY-6210	2-aminophenol degradation	0.0001415725328	0.9812550937	degradation_utilization	False	0.0001514529446	0.0001222684433	0.0001493348639
325	KDO-NAGLIPASYN-PWY	superpathway of (Kdo)2-lipid A biosynthesis	0.0001377171256	0.9494702526	degradation_utilization	False	0.000121305045	0.000127932629	0.0001584622462
326	PWY-922	mevalonate pathway I	0.0001358276013	0.9869600652	other	False	0.0001177922364	0.0001236037517	0.0001598074377
327	PWY-7315	dTDP-N-acetylthomosamine biosynthesis	0.0001343594925	0.9820700896	biosynthesis	False	0.000141327782	0.0001226585132	0.0001382959258
328	FUCCAT-PWY	fucose degradation	0.0001295316124	0.9788101059	degradation_utilization	False	0.000105293961	0.000119756132	0.0001564110731
329	PWY-5531	chlorophyllide a biosynthesis II (anaerobic)	0.0001273203877	0.9584352078	biosynthesis	False	0.000156079022	0.0001212264454	0.0001096486155
330	PWY-7159	chlorophyllide a biosynthesis III (aerobic, light independent)	0.0001273203877	0.9584352078	biosynthesis	False	0.000156079022	0.0001212264454	0.0001096486155
331	GALLATE-DEGRADATION-II-PWY	gallate degradation I	0.0001252526533	0.9706601467	degradation_utilization	False	0.0001049833331	9.006577075e-05	0.0001694433482
332	PWY-1622	formaldehyde assimilation I (serine pathway)	0.0001204704296	0.8989405053	degradation_utilization	False	7.94460346e-05	9.461635864e-05	0.000173448227
333	PWY-7098	vanillin and vanillate degradation II	0.0001163934956	0.9519152404	degradation_utilization	False	0.0001210290623	0.000104827633	0.0001220520669
334	PWY-6404	superpathway of mycolyl-arabinogalactan-peptidoglycan complex biosynthesis	0.0001162379956	0.7791361043	biosynthesis	False	9.005008601e-05	9.69580406e-05	0.0001522877113
335	PWY-6107	chlorosalicylate degradation	0.0001113932913	0.9853300733	degradation_utilization	False	0.0001643878851	0.0001172793706	6.507138172e-05
336	PWY-6338	superpathway of vanillin and vanillate degradation	0.0001052037501	0.9519152404	degradation_utilization	False	0.0001090917808	9.472218509e-05	0.0001105774396
337	PWY-7097	vanillin and vanillate degradation I	0.0001052037501	0.9519152404	degradation_utilization	False	0.0001090917808	9.472218509e-05	0.0001105774396
338	PWY-5183	superpathway of aerobic toluene degradation	9.908955395e-05	0.923390383	degradation_utilization	False	0.0001012468925	6.777589498e-05	0.0001225662926
339	PWY-7347	sucrose biosynthesis III	9.508668672e-05	0.9747351263	biosynthesis	False	7.50961189e-05	9.3125234e-05	0.0001123520975
340	PWY-5529	superpathway of bacteriochlorophyll a biosynthesis	9.30772503e-05	0.9225753871	biosynthesis	False	0.0001207758751	9.617273117e-05	6.885094936e-05
341	P621-PWY	nylon-6 oligomer degradation	8.61452769e-05	0.9812550937	degradation_utilization	False	0.0001202540789	9.283725682e-05	5.399734714e-05
342	PWY-7456	mannan degradation	8.583899785e-05	0.9095354523	degradation_utilization	False	6.141809582e-05	9.32523987e-05	9.904589623e-05
343	DHGLUCONATE-PYR-CAT-PWY	glucose degradation (oxidative)	8.438131099e-05	0.8435207824	degradation_utilization	False	5.841260082e-05	4.147946962e-05	0.0001392462092
344	HCAMHPDEG-PWY	3-phenylpropanoate and 3-(3-hydroxyphenyl)propanoate degradation to 2-oxopent-4-enoate	7.650462681e-05	0.9543602282	degradation_utilization	False	6.305533852e-05	7.393105575e-05	8.912839437e-05
345	PWY-6690	cinnamate and 3-hydroxycinnamate degradation to 2-oxopent-4-enoate	7.650462681e-05	0.9543602282	degradation_utilization	False	6.305533852e-05	7.393105575e-05	8.912839437e-05
346	PWY-6992	1,5-anhydrofructose degradation	7.513420922e-05	0.9543602282	degradation_utilization	False	7.161049783e-05	8.097712164e-05	7.320313538e-05
347	PWY-6397	mycolyl-arabinogalactan-peptidoglycan complex biosynthesis	7.375278277e-05	0.945395273	biosynthesis	False	6.353208258e-05	6.737123309e-05	8.690356526e-05
348	P261-PWY	coenzyme M biosynthesis I	6.845969085e-05	0.9413202934	biosynthesis	False	5.345048563e-05	6.455924544e-05	8.337423525e-05
349	PWY-6944	androstenedione degradation	6.461288945e-05	0.8948655257	degradation_utilization	False	4.877790638e-05	6.183041825e-05	7.927688782e-05
350	GOLPDLCAT-PWY	superpathway of glycerol degradation to 1,3-propanediol	6.384718186e-05	0.9690301548	degradation_utilization	False	6.30773956e-05	6.312334293e-05	6.50331378e-05
351	CHLOROPHYLL-SYN	chlorophyllide a biosynthesis I (aerobic, light-dependent)	6.146012997e-05	0.9290953545	biosynthesis	False	7.81035872e-05	6.0246094e-05	4.937401522e-05
352	PWY0-41	allantoin degradation IV (anaerobic)	5.986957548e-05	0.9470252649	degradation_utilization	False	6.972296213e-05	4.079554262e-05	6.746819718e-05
353	PWY-5507	adenosylcobalamin biosynthesis I (early cobalt insertion)	5.736534988e-05	0.9062754686	biosynthesis	False	7.879253387e-05	5.1341551e-05	4.539099319e-05
354	PWY-6957	mandelate degradation to acetyl-CoA	5.548458284e-05	0.8769356153	energy_central_metabolism	False	7.006153787e-05	5.014144582e-05	4.833924092e-05
355	FUC-RHAMCAT-PWY	superpathway of fucose and rhamnose degradation	5.230554153e-05	0.8989405053	degradation_utilization	False	5.985647395e-05	3.930984162e-05	5.682540399e-05
356	PWY-7024	superpathway of the 3-hydroxypropanoate cycle	5.224809987e-05	0.8679706601	other	False	6.884513669e-05	5.444435605e-05	3.745723214e-05
357	PWY-7377	cob(II)yrinate a,c-diamide biosynthesis I (early cobalt insertion)	4.784042029e-05	0.9160554197	biosynthesis	False	6.199786434e-05	4.59030622e-05	3.828675837e-05
358	PWY-6629	superpathway of L-tryptophan biosynthesis	4.782454399e-05	0.2412387938	biosynthesis	False	7.662624324e-05	2.701681776e-05	4.194587642e-05
359	PWY-722	nicotinate degradation I	4.760555466e-05	0.9551752241	degradation_utilization	False	5.638083384e-05	4.84964728e-05	4.000250894e-05
360	PWY-5743	3-hydroxypropanoate cycle	4.491026924e-05	0.8679706601	other	True	6.035301227e-05	4.676297014e-05	3.130145185e-05
361	PWY-6174	mevalonate pathway II (archaea)	4.318665197e-05	0.924205379	other	False	3.877327446e-05	5.373348131e-05	3.81728006e-05
362	PWY-5744	glyoxylate assimilation	3.861692462e-05	0.8679706601	energy_central_metabolism	True	5.052833351e-05	4.028956451e-05	2.792426659e-05
363	PWY-7391	isoprene biosynthesis II (engineered)	3.775476254e-05	0.923390383	biosynthesis	False	3.221215686e-05	3.870129321e-05	4.134383665e-05
364	PWY-1501	mandelate degradation I	3.72931191e-05	0.9054604727	degradation_utilization	False	4.713406572e-05	4.14892472e-05	2.619700738e-05
365	PWY-5265	peptidoglycan biosynthesis II (staphylococci)	3.586448689e-05	0.4751426243	biosynthesis	False	6.049169783e-05	1.792689695e-05	3.095499172e-05
366	LACTOSECAT-PWY	lactose and galactose degradation I	3.228709832e-05	0.8378158109	degradation_utilization	False	3.133107034e-05	2.218748069e-05	4.115544583e-05
367	GLYCOL-GLYOXDEG-PWY	superpathway of glycol metabolism and degradation	3.058185098e-05	0.8989405053	degradation_utilization	False	3.343327332e-05	1.97676573e-05	3.703644736e-05
368	LIPASYN-PWY	phospholipases	2.777994021e-05	0.8630806846	other	False	3.162100376e-05	1.945713696e-05	3.145528283e-05
