contrast	genus	mean_clr_difference
Rhizosphere-Deep	Arsenicitalea	1.136126426
Rhizosphere-Deep	Paracoccus	1.086967197
Rhizosphere-Deep	Aureibacillus	-0.9592780267
Rhizosphere-Deep	Hydrocarboniphaga	0.6010109321
Rhizosphere-Deep	Staphylococcus	0.268287573
Rhizosphere-Deep	Rufibacter	0.9749350359
Rhizosphere-Deep	Bauldia	-0.1080200835
Rhizosphere-Deep	Abditibacterium	0.3938419632
Rhizosphere-Deep	Caldilinea	-1.585808487
Rhizosphere-Deep	Anaeromyxobacter	-0.3423754621
Rhizosphere-Deep	Plastorhodobacter	1.380877224
Rhizosphere-Deep	Tepidisphaera	1.297179557
Rhizosphere-Deep	Ohtaekwangia	1.280977335
Rhizosphere-Deep	Candidatus Alysiosphaera	-0.01741465218
Rhizosphere-Deep	Fimbriiglobus	-0.8393592344
Rhizosphere-Deep	SM1A02	0.310257316
Rhizosphere-Deep	Enterococcus	0.01355349717
Rhizosphere-Deep	Rhizorhabdus	0.1043977563
Rhizosphere-Deep	Longispora	-0.9113805253
Rhizosphere-Deep	Actinoplanes	-0.469123645
Rhizosphere-Deep	Acinetobacter	0.1989091636
Rhizosphere-Deep	JCM 18997	-0.6499181089
Rhizosphere-Deep	Allorhizocola	-0.7957738894
Rhizosphere-Deep	Rhodoplanes	-0.3049139462
Rhizosphere-Deep	Crossiella	0.3945654865
Rhizosphere-Deep	Litorilinea	-0.2949437968
Rhizosphere-Deep	Ornithinibacillus	0.4656840284
Rhizosphere-Deep	Modestobacter	-0.629139114
Rhizosphere-Deep	Nonomuraea	-0.01884618495
Rhizosphere-Deep	Nesterenkonia	1.187505932
Rhizosphere-Deep	Nordella	-0.9480993674
Rhizosphere-Deep	Paraconexibacter	-0.7348800184
Rhizosphere-Deep	Pelagibius	0.521383179
Rhizosphere-Deep	Fictibacillus	-0.7102596862
Rhizosphere-Deep	Rhodococcus	0.7847059249
Rhizosphere-Deep	Peribacillus	-0.2885636729
Rhizosphere-Deep	Mangrovihabitans	-1.106473932
Rhizosphere-Deep	PMMR1	-0.2513468391
Rhizosphere-Deep	Cupriavidus	1.448117072
Rhizosphere-Deep	I-8	0.05889358881
Rhizosphere-Deep	Luedemannella	-1.098045683
Rhizosphere-Deep	Sandaracinobacter	1.148923681
Rhizosphere-Deep	Rhodocytophaga	-0.1819809831
Rhizosphere-Deep	Thermobaculum	-0.3670059439
Rhizosphere-Deep	Niastella	0.3366085741
Rhizosphere-Deep	Pseudalkalibacillus	-0.6104709156
Rhizosphere-Deep	Sandaracinus	0.1617017074
Rhizosphere-Deep	Kineosporia	-0.2896713366
Rhizosphere-Deep	Plantactinospora	-0.723096542
Rhizosphere-Deep	Tautonia	0.303516436
Rhizosphere-Deep	MM2	1.262044959
Rhizosphere-Deep	SZB85	-1.194598572
Rhizosphere-Deep	Pannonibacter	0.6066197844
